Flow Duration,Total Fwd Packets,Total Bwd Packets,Total Length Fwd,Fwd Packet Max,Idle Mean,Label
476468,3,4,26,20,0.0,DDoS
260930,3,6,26,20,0.0,DDoS
79690,3,5,26,20,0.0,DDoS
236182,3,6,26,20,0.0,DDoS
53157,3,4,26,20,0.0,DDoS
6052625,5,0,30,6,6050631.0,DDoS
5111747,4,0,24,6,5111745.0,DDoS
1124821,3,5,26,20,0.0,DDoS
1807199,3,6,26,20,0.0,DDoS
1999906,5,0,30,6,0.0,DDoS
893726,3,5,26,20,0.0,DDoS
1060423,3,6,26,20,0.0,DDoS
69828,3,4,26,20,0.0,DDoS
1248396,3,6,26,20,0.0,DDoS
42003,3,5,26,20,0.0,DDoS
1603979,4,0,24,6,0.0,DDoS
142121,3,4,26,20,0.0,DDoS
72024138,9,5,62,20,35700000.0,DDoS
100225094,8,5,56,20,50100000.0,DDoS
4814903,5,0,30,6,0.0,DDoS
910053,3,4,26,20,0.0,DDoS
35826,3,6,26,20,0.0,DDoS
1418545,3,5,26,20,0.0,DDoS
1804407,3,4,26,20,0.0,DDoS
1661923,3,5,26,20,0.0,DDoS
7310863,5,0,30,6,7308858.0,DDoS
833954,3,6,26,20,0.0,DDoS
3537633,4,0,24,6,0.0,DDoS
444062,5,0,30,6,0.0,DDoS
4994901,5,0,30,6,0.0,DDoS
5972877,4,0,24,6,5968847.0,DDoS
100592,3,5,26,20,0.0,DDoS
752005,3,6,26,20,0.0,DDoS
4444903,5,0,30,6,0.0,DDoS
242154,4,0,24,6,0.0,DDoS
1728725,3,5,26,20,0.0,DDoS
4077883,5,0,30,6,0.0,DDoS
50246,3,5,26,20,0.0,DDoS
888695,3,5,26,20,0.0,DDoS
80712,3,6,26,20,0.0,DDoS
6088874,4,0,24,6,6087865.0,DDoS
1092214,3,5,26,20,0.0,DDoS
833300,3,4,26,20,0.0,DDoS
366305,3,5,26,20,0.0,DDoS
5917880,4,0,24,6,5917875.0,DDoS
10439720,4,0,24,6,10400000.0,DDoS
78640176,8,5,56,20,72500000.0,DDoS
198662,3,5,26,20,0.0,DDoS
189150,3,5,26,20,0.0,DDoS
513947,3,6,26,20,0.0,DDoS
17258,3,4,26,20,0.0,DDoS
6209868,4,0,24,6,6209866.0,DDoS
9924721,4,0,24,6,9923707.0,DDoS
5656484,4,0,24,6,5655795.0,DDoS
12030700,5,0,30,6,12000000.0,DDoS
6063855,5,0,30,6,6060846.0,DDoS
320493,3,6,26,20,0.0,DDoS
1586464,3,5,26,20,0.0,DDoS
77154611,8,5,56,20,72500000.0,DDoS
1038715,3,7,26,20,0.0,DDoS
82455014,8,4,56,20,41100000.0,DDoS
11975627,4,0,24,6,12000000.0,DDoS
